X,Y,Site,Address,City,State,Type,API,Org
569388.537269899,4187930.02416622,Thornhill Elementary,5880 Thornhill Drive,Oakland,CA,ES,"944",Public
568039.609666624,4181944.46776141,World Academy,1700 28th Ave,Oakland,CA,ES,"759",Public
573470.650671692,4177993.61719924,Alliance Academy,1800 98th Avenue,Oakland,CA,MS,"629",Public
570470.531472284,4183202.28111935,American Indian Public Charter,3637 Magee Ave,Oakland,CA,MS,"977",Public
564681.354572374,4183894.17136539,American Indian Public Charter School II,171 12th Street,Oakland,CA,MS,"933",Public
573026.233507605,4179681.07369066,Aspire Millsmont Secondary Academy,8030 Atherton Street,Oakland,CA,MS,"666",Public
565091.435691843,4187602.49044909,Bay Area Technology,4521 Webster St.,Oakland,CA,MS,"658",Public
569861.318769637,4183979.42371413,Bret Harte Middle,3700 Coolidge Avenue,Oakland,CA,MS,"670",Public
565833.168886588,4188965.50729361,Claremont Middle,5750 College Avenue,Oakland,CA,MS,"703",Public
571050.272627993,4179702.71775154,Coliseum College Prep Academy,1390 66th Avenue,Oakland,CA,MS,"591",Public
567840.973826643,4184327.7417215,Edna Brewer Middle,3748 13th Avenue,Oakland,CA,MS,"822",Public
573470.650671692,4177993.61719924,Elmhurst Community Prep,1800 98th Avenue,Oakland,CA,MS,"647",Public
572439.767291985,4181238.57867495,Explore Middle,3550 64th Avenue,Oakland,CA,MS,"552",Public
572439.767291985,4181238.57867495,Frick Middle,3550 64th Avenue,Oakland,CA,MS,"597",Public
563136.565154382,4184826.15084268,KIPP Bridge Charter,991 14th Street,Oakland,CA,MS,"789",Public
572339.774478673,4175932.98535752,Madison Middle,400 Capistrano Drive,Oakland,CA,MS,"674",Public
571312.264203793,4181559.03655892,Melrose Leadership Academy,5328 Brann Street,Oakland,CA,MS,"658",Public
571312.264203793,4181559.03655892,Montera Middle,5328 Brann Street,Oakland,CA,MS,"814",Public
567987.710908933,4181515.95192992,Oakland Charter Academy,3001 International Blvd,Oakland,CA,MS,"943",Public
567105.639767864,4182749.06848499,Roosevelt Middle,1926 19th Avenue,Oakland,CA,MS,"642",Public
571050.272627993,4179702.71775154,ROOTS International Academy,1390 66th Avenue,Oakland,CA,MS,"575",Public
568962.693767744,4182177.66517329,United for Success Academy,2101 35th Avenue,Oakland,CA,MS,"570",Public
568251.913795105,4181938.24127436,Urban Promise Academy,3031 East 18th Street,Oakland,CA,MS,"694",Public
563136.565154382,4184826.15084268,West Oakland Middle,991 14th Street,Oakland,CA,MS,"698",Public
565101.950253316,4185475.1156458,Westlake Middle,2629 Harrison Street,Oakland,CA,MS,"716",Public
568244.121581105,4181253.63745443,ARISE High,"3301 E. 12th Street, Suite 205",Oakland,CA,HS,"507",Public
573779.715008217,4179405.38467149,Business and Information Technology High,8610 MacArthur Boulevard,Oakland,CA,HS,"527",Public
569614.864548471,4181007.65786465,College Preparatory and Architecture Academy,4610 Foothill Boulevard,Oakland,CA,HS,"582",Public
573779.715008217,4179405.38467149,East Oakland School of the Arts,8610 MacArthur Boulevard,Oakland,CA,HS,"554",Public
563481.722270754,4185853.61363653,"Expression, Excellence, Community, Empow",2607 Myrtle St.,Oakland,CA,HS,"544",Public
573779.715008217,4179405.38467149,Leadership Preparatory High,8610 MacArthur Boulevard,Oakland,CA,HS,"516",Public
568962.693767744,4182177.66517329,LIFE Academy,2101 35th Avenue,Oakland,CA,HS,"659",Public
570793.531128268,4176942.38914149,Lighthouse Community Charter High,444 Hegenberger Rd.,Oakland,CA,HS,"726",Public
573746.40910623,4179409.0788908,LPS College Park,8601 MacArthur Blvd.,Oakland,CA,HS,"554",Public
569614.864548471,4181007.65786465,Mandela High,4610 Foothill Boulevard,Oakland,CA,HS,"557",Public
569614.864548471,4181007.65786465,Media College Preparatory,4610 Foothill Boulevard,Oakland,CA,HS,"600",Public
567192.858671459,4184482.08359869,Oakland High,1023 MacArthur Boulevard,Oakland,CA,HS,"633",Public
564025.054352942,4187137.09145532,"Oakland Military Institute, College Prep",3877 Lusk Street,Oakland,CA,HS,"708",Public
564417.332888444,4184850.05049595,Oakland School for the Arts,1970 Broadway,Oakland,CA,HS,"723",Public
565608.376690129,4187387.06832681,Oakland Technical High,4351 Broadway,Oakland,CA,HS,"643",Public
571739.060321553,4181025.88434479,Oakland Unity High,6038 Brann St.,Oakland,CA,HS,"677",Public
562690.912086135,4185335.64415248,Ralph J. Bunche High,1240 18th Street,Oakland,CA,HS,"402",Public
569614.864548471,4181007.65786465,Robeson School of Visual and Performing,4610 Foothill Boulevard,Oakland,CA,HS,"469",Public
573599.194118343,4183736.58928271,Skyline High,12250 Skyline Boulevard,Oakland,CA,HS,"667",Public
572221.023938623,4176098.59002088,Wilson (Lionel) College Preparatory Acad,400 105th Ave,Oakland,CA,HS,"792",Public
574555.813734362,4180226.6438312,"YES, Youth Empowerment",8251 Fontaine Street,Oakland,CA,HS,"535",Public
574262.759506463,4178551.54364176,Alternative Learning Community,9736 Lawlor St,Oakland,CA,Small Schools,"0",Public
570470.531472284,4183202.28111935,American Indian Public High,3637 Magee Ave,Oakland,CA,Small Schools,"0",Public
563481.722270754,4185853.61363653,"Business, Entrepreneurial School of Tech",2607 Myrtle Street,Oakland,CA,Small Schools,"0",Public
562542.387249075,4184671.93349209,Cole Middle,1011 Union Street,Oakland,CA,Small Schools,"0",Public
571596.371533308,4184044.23053039,Conservatory of Vocal/Instrumental Arts,3800 Mountain Blvd,Oakland,CA,Small Schools,"0",Public
571353.671158617,4180802.0060365,East Oakland Leadership Academy,2614 Seminary Ave,Oakland,CA,Small Schools,"0",Public
571353.671158617,4180802.0060365,East Oakland Leadership Academy,2614 Seminary Ave,Oakland,CA,Small Schools,"0",Public
566073.521470038,4188006.48282592,Far West,5263 Broadway Terrace,Oakland,CA,Small Schools,"0",Public
573392.366694471,4179487.7442219,Hillside Academy,2369 84th Avenue,Oakland,CA,Small Schools,"0",Public
574555.813734362,4180226.6438312,"Independent Study, Sojourner Truth",8251 Fontaine Street,Oakland,CA,Small Schools,"0",Public
571176.739114102,4179643.93695162,Lockwood Elementary,6701 International Boulevard,Oakland,CA,Small Schools,"0",Public
565320.677235454,4183351.39257193,MetWest High,314 East 10th Street,Oakland,CA,Small Schools,"0",Public
563690.429679528,4187523.6598008,North Oakland Community Charter,1000 42nd St.,Oakland,CA,Small Schools,"0",Public
569258.206518939,4176507.25712439,Oakland Aviation High,7850 Earhart Road,Oakland,CA,Small Schools,"0",Public
564681.354572374,4183894.17136539,Oakland Charter High,171 12th Street,Oakland,CA,Small Schools,"0",Public
565091.435691843,4187602.49044909,Oakland International High,4521 Webster Street,Oakland,CA,Small Schools,"0",Public
564636.676728851,4184440.64986169,Oasis High,285 17TH St,Oakland,CA,Small Schools,"0",Public
568962.693767744,4182177.66517329,Peralta Creek Middle,2101 35th Avenue,Oakland,CA,Small Schools,"0",Public
571272.990640427,4179415.25756531,Rudsdale Continuation,1180 70th Avenue,Oakland,CA,Small Schools,"0",Public
564716.379750664,4189099.33009413,Sankofa Academy,581 61st Street,Oakland,CA,Small Schools,"0",Public
571506.163818921,4182579.55366302,Tilden Elementary,4551 Steele Street,Oakland,CA,Small Schools,"0",Public
572726.00999463,4179408.99109348,Webster Academy,8000 Birch Street,Oakland,CA,Small Schools,"0",Public
570923.460859204,4179985.02135313,Whittier Elementary,6328 East 17th Street,Oakland,CA,Small Schools,"0",Public
572366.328435392,4182654.9257262,Community Day,4917 Mountain Boulevard,Oakland,CA,ASAM,"0",Public
565304.253151897,4183524.890829,Dewey Academy,1111 Second Avenue,Oakland,CA,ASAM,"0",Public
562814.293015036,4183899.66495881,East Bay Conservation Corps Corpsmember,1021 Third Street,Oakland,CA,ASAM,"0",Public
572366.328435392,4182654.9257262,Oakland Community Day Middle,4917 Mountain Boulevard,Oakland,CA,ASAM,"0",Public
564681.931708056,4185835.025419,Street Academy (Alternative),417 29th Street,Oakland,CA,ASAM,"0",Public
562992.146152026,4189103.89034495,Civicorps Elementary,1086 Alcatraz Ave.,Oakland,CA,K-4,"0",Public
563923.521441333,4185944.84760355,Home and Hospital Program,2850 West St.,Oakland,CA,K-8,"0",Public
574262.759506463,4178551.54364176,Barack Obama Academy,9736 Lawlor St.,Oakland,CA,6 to 8,"0",Public
566266.354614845,4186576.17720068,Beach Elementary,100 Lake Avenue,Piedmont,CA,ES,"971",Public
562679.900236825,4188648.4704827,Havens Elementary,1275 61st  Street,Emeryville,CA,ES,"926",Public
567333.906537601,4186088.18520144,Wildwood Elementary,301 Wildwood Avenue,Piedmont,CA,ES,"964",Public
567458.888876596,4186466.53441303,Piedmont Middle,740 Magnolia Ave,Piedmont,CA,MS,"930",Public
567514.073930062,4186526.6576163,Piedmont High,800 Magnolia Ave,Piedmont,CA,HS,"904",Public
567494.804789141,4186500.17446407,Millennium High Alternative,760 Magnolia Ave,Piedmont,CA,ASAM,"0",Public
599471.373185549,4170053.08663809,Alisal Elementary,1454 Santa Rita Rd,Pleasanton,CA,ES,"886",Public
596370.937870295,4171387.53680303,Donlon Elementary,4150 Dorman Rd,Pleasanton,CA,ES,"924",Public
599294.340395214,4172242.46893744,Fairlands Elementary,4151 W. Las Positas Blvd,Pleasanton,CA,ES,"947",Public
600490.37209834,4172295.85274481,Henry P. Mohr Elementary,3300 Dennis Dr,Pleasanton,CA,ES,"961",Public
595100.592547744,4170957.67562103,Lydiksen Elementary,7700 Highland Oaks Dr,Pleasanton,CA,ES,"903",Public
598406.949308643,4167844.86026474,Phoebe Apperson Hearst Elementary,5301 Case Ave,Pleasanton,CA,ES,"941",Public
600245.075379002,4168654.31627781,Valley View Elementary,480 Adams Way,Pleasanton,CA,ES,"911",Public
601000.846428635,4168225.40708236,Vintage Hills Elementary,1125 Concord St,Pleasanton,CA,ES,"922",Public
598223.136533819,4170159.9118286,Walnut Grove Elementary,1999 Harvest Rd,Pleasanton,CA,ES,"930",Public
598532.308774459,4170507.88442641,Harvest Park Middle,4900 Valley Ave,Pleasanton,CA,MS,"926",Public
598643.010311195,4168342.65441639,Pleasanton Middle,5001 Case Ave,Pleasanton,CA,MS,"933",Public
597150.234547787,4171482.48512465,Thomas S. Hart Middle,4433 Willow Road,Pleasanton,CA,MS,"904",Public
599360.097096475,4169609.65557253,Amador Valley High,1155 Santa Rita Rd,Pleasanton,CA,HS,"877",Public
595220.320766143,4170065.89884732,Foothill High,4375 Foothill Rd,Pleasanton,CA,HS,"889",Public
599231.534060092,4168159.08489666,Pleasanton Community Day,4645 Bernal Ave,Pleasanton,CA,HS,"0",Public
599231.534060092,4168159.08489666,Village High,4645 Bernal Ave,Pleasanton,CA,ASAM,"0",Public
571749.855117164,4173317.40762387,Garfield Elementary,13050 Aurora Drive,San Leandro,CA,ES,"743",Public
574005.286947873,4172360.39568648,James Madison Elementary,14751 Juniper St,San Leandro,CA,ES,"854",Public
576165.842893324,4174269.02244381,Jefferson Elementary,14300 Bancroft Ave,San Leandro,CA,ES,"732",Public
575140.75857727,4174973.11132422,McKinley Elementary,2150 E. 14th St,San Leandro,CA,ES,"746",Public
575275.073595825,4172674.22655299,Monroe Elementary,3750 Monterey Blvd,San Leandro,CA,ES,"760",Public
575178.689326833,4176900.3653497,Roosevelt Elementary,951 Dowling Blvd,San Leandro,CA,ES,"825",Public
574299.719673257,4176471.29528831,Washington Elementary,250 Dutton Ave,San Leandro,CA,ES,"718",Public
573550.300272257,4174569.61286831,Wilson Elementary,1300 Williams Street,San Leandro,CA,ES,"746",Public
575037.013524735,4176095.78083162,Bancroft Middle,1150 Bancroft Ave,San Leandro,CA,MS,"697",Public
573324.664432503,4174447.86130439,John Muir Middle,1444 Williams St,San Leandro,CA,MS,"720",Public
575532.859941329,4174830.00242858,San Leandro High,2200 Bancroft Ave,San Leandro,CA,HS,"680",Public
574060.673864251,4173788.84912723,Lincoln High (Continuation),2600 Teagarden St,San Leandro,CA,ASAM,"0",Public
575266.319814814,4169717.44522676,Bay Elementary,2001 Bockman Rd,San Lorenzo,CA,ES,"799",Public
577923.529730518,4171058.26867065,Colonial Acres Elementary,17115 Meekland Ave,Hayward,CA,ES,"690",Public
574749.921759088,4172493.25268944,Corvallis Elementary,14790 Corvallis Street,San Lorenzo,CA,ES,"792",Public
574354.094713646,4171585.07899117,Dayton Elementary,1500 Dayton Avenue,San Lorenzo,CA,ES,"807",Public
576141.808306173,4169392.17280075,Del Rey Elementary,1510 Via Sonya,San Lorenzo,CA,ES,"729",Public
576287.308350737,4170730.66624147,Grant Elementary,879 Grant Avenue,San Lorenzo,CA,ES,"812",Public
577118.060822879,4172217.23524324,Hesperian Elementary,620 Drew Street,San Lorenzo,CA,ES,"739",Public
577851.927695223,4173119.07903096,Hillside Elementary,15980 Marcella Street,San Lorenzo,CA,ES,"658",Public
577638.318286664,4170098.6169626,Lorenzo Manor Elementary,18250 Bengal Avenue,Hayward,CA,ES,"751",Public
576884.341005211,4169638.53409319,Bohannon Middle,800 Bockman Rd,San Lorenzo,CA,MS,"736",Public
577691.150791173,4172408.21161964,Edendale Middle,16160 Ashland Avenue,San Lorenzo,CA,MS,"651",Public
574965.282468728,4170026.04639082,KIPP Summit Academy,2005 Via Barrett,San Lorenzo,CA,MS,"817",Public
575053.276283312,4171613.38707848,Washington Manor Middle,1170 Fargo Avenue,San Lorenzo,CA,MS,"775",Public
575971.56893826,4170740.73109076,Arroyo High,15701 Lorenzo Blvd,San Lorenzo,CA,HS,"737",Public
574965.282468728,4170026.04639082,KIPP King Collegiate High,2005 Via Barrett,San Lorenzo,CA,HS,"862",Public
577408.504151294,4171431.62488786,San Lorenzo High,50 E. Lewelling Blvd,San Lorenzo,CA,HS,"654",Public
578062.401612914,4169452.99162463,East Bay Arts High,20450 Royal Avenue,Hayward,CA,Small Schools,"0",Public
578062.401612914,4169452.99162463,Royal Sunset (Continuation),20450 Royal Avenue,Hayward,CA,ASAM,"0",Public
606359.788790149,4170189.74183047,Livermore Valley Charter,543 Sonoma Avenue,Livermore,CA,,"866",Public
598458.438463177,4161242.08977429,Sunol Glen Elementary,11601 Main Street,Sunol,CA,ES,"887",Public
591357.970559613,4157778.8947494,California School for the Blind,500 Walnut Ave.,Fremont,CA,Spec School,"0",Public
591374.157757351,4157390.88708109,California School for the Deaf,39350 Gallaudet Dr.,Fremont,CA,Spec School,"0",Public
591167.230353395,4157642.07968278,"Diagnostic Center, Northern California",39100 Gallaudet Dr.,Fremont,CA,Spec School,"0",Public
562717.825713179,4181492.095355,East Bay Regional Occupation Center/Agency,"1900 Third St., Rm. 23",Alameda,CA,ROC/ROP,"0",Public
579529.921455301,4165649.08402888,Eden Area ROP,26316 Hesperian Blvd,Hayward,CA,ROC/ROP,"0",Public
589809.957182843,4153937.06025262,Mission Valley ROCP,5019 Stevenson Blvd,Fremont,CA,ROC/ROP,"0",Public
604629.118704211,4173242.42495738,Tri-Valley ROP,"2600 Kitty Hawk Rd., Ste. 117",Livermore,CA,ROC/ROP,"0",Public
581794.190220735,4173808.95348014,Alma Preschool,4400 Alma Ave,Castro Valley,CA,Preschool,"0",Public
563204.243902674,4187865.16952101,Emeryville Preschool Students,4727 San Pablo Ave.,Emeryville,CA,Preschool,"0",Public
582012.767844654,4171596.78776592,Special Education-Preschool-Laurel,2652 Vergil Ct.,Castro Valley,CA,Preschool,"0",Public
584844.957107957,4156380.58017362,Whiteford (June) Special Education Preschool,35725 Cedar Blvd.,Newark,CA,Preschool,"0",Public
565235.052090082,4183464.4693479,Infant and Preschool Program,1025 Second Ave.,Oakland,CA,Preschool,"0",Public
578264.505581236,4174325.5744991,Alameda County Juvenile Hall/Court,2500 Fairmont Ave.,San Leandro,CA,Juvenile Court Schools,"0",Public
579632.311971617,4168285.47044855,Alameda County Community,313 West Winton Ave.,Hayward,CA,K-12,"0",Public
566443.29772498,4180039.48049562,Alameda Adult,2250 Central Ave.,Alameda,CA,Adult,"0",Public
562039.098932757,4194696.68768053,Albany Adult,601 San Gabriel Ave.,Albany,CA,Adult,"0",Public
562153.523297361,4192013.27563692,Berkeley Adult,1701 San Pablo Ave.,Berkeley,CA,Adult,"0",Public
581837.806626896,4173808.38815124,Castro Valley Adult and Career Education,4430 Alma Ave.,Castro Valley,CA,Adult,"0",Public
594245.981725727,4174884.75607174,Dublin Adult Education,7471 Larkdale Ave.,Dublin,CA,Adult,"0",Public
589053.655699922,4155022.6106705,Fremont Adult,4700 Calaveras Ave.,Fremont,CA,Adult,"0",Public
579469.352070643,4169804.67757068,Hayward Adult,22100 Princeton St.,Hayward,CA,Adult,"0",Public
611111.915369269,4170744.26598179,Livermore Adult,1401 Almond Ave.,Livermore,CA,Adult,"0",Public
585991.507453678,4161045.52715385,New Haven Adult,1800 H St.,Union City,CA,Adult,"0",Public
584906.883759611,4156384.206864,Newark Adult,35777 Cedar Blvd.,Newark,CA,Adult,"0",Public
572232.515888743,4180394.54737031,Edward Shands Adult,2455 Church St.,Oakland,CA,Adult,"0",Public
565888.663970702,4183222.20582925,Neighborhood Centers Adult Education,750 International Blvd.,Oakland,CA,Adult,"0",Public
563481.722270754,4185853.61363653,Oakland Adult and Career Education,2607 Myrtle St.,Oakland,CA,Adult,"0",Public
563832.127273004,4188029.68057948,Pleasant Valley Adult,920 53rd St.,Oakland,CA,Adult,"0",Public
567512.777408672,4186528.05836539,Piedmont Adult Education,800 Magnolia Ave.,Piedmont,CA,Adult,"0",Public
599243.229466622,4168374.78311411,Amador Valley Adult and Community Education,215 Abbie St.,Pleasanton,CA,Adult,"0",Public
575597.178135913,4174731.80098092,San Leandro Adult,2255 Bancroft Ave,San Leandro,CA,Adult,"0",Public
576877.215623178,4169637.47031447,San Lorenzo Adult,820 Bockman Rd.,San Lorenzo,CA,Adult,"0",Public
566602.605806066,4180420.95321492,Alameda Christian,2226 Pacific Avenue,Alameda,CA,K-8,"0",private
567091.370487648,4175646.15862582,Chinese American Schools - Alameda,"1501 Harbor Bay Parkway, Suite 200",Alameda,CA,9 to 12,"0",private
566981.333891012,4175825.876642,Chinese Christian Schools–Alameda,1801 North Loop Road,Alameda,CA,K-8,"0",private
566676.494441036,4176867.16739425,Peter Pan Academy,3171 Mecartney Road,Alameda,CA,K-2,"0",private
567660.59732601,4179297.99412016,Rising Star Montessori School,1421 High Street,Alameda,CA,K-5,"0",private
565586.295799767,4180124.41791866,St. Joseph Elementary,1910 San Antonio Avenue,Alameda,CA,K-8,"0",private
565595.761292046,4180029.69600674,St. Joseph Notre Dame High School,1011 Chestnut Street,Alameda,CA,9 to 12,"0",private
567542.087978678,4179161.31219315,St. Philip Neri Elementary,1335 High Street,Alameda,CA,K-8,"0",private
562007.042583553,4193916.10735543,Tilden Preparatory School,1231 Solano Avenue,Albany,CA,6  to 12,"0",private
565543.281434584,4190685.52398581,"Academy, The",2722 Benvenue Avenue,Berkeley,CA,K-8,"0",private
564146.583829893,4189108.83206234,American International Montessori School,3339 Martin Luther King Jr. Way,Berkeley,CA,K-7,"0",private
563817.050447763,4191293.60199381,Berkwood Hedge,1809 Bancroft Way,Berkeley,CA,K-5,"0",private
561890.914930529,4191383.63050613,Black Pine Circle School,2027 Seventh Street,Berkeley,CA,K-8,"0",private
563018.161967723,4192621.58642165,"Crowden School, The",1475 Rose Street,Berkeley,CA,4 to 8,"0",private
562512.354697052,4189868.58393366,Ecole Bilingue De Berkeley,1009 Heinz Avenue,Berkeley,CA,K-8,"0",private
564793.727884388,4191430.9764294,Global Montessori International School,2314 Bancroft Way,Berkeley,CA,K-6,"0",private
565685.980568332,4190647.74655409,Maybeck High School,2727 College Avenue,Berkeley,CA,9 to 12,"0",private
564863.132230755,4192258.76394935,Montessori Family School,1850 Scenic Avenue,Berkeley,CA,K,"0",private
562971.284353522,4192957.51071982,Saint Mary's College High School,1294 Albina Avenue,Berkeley,CA,9 to 12,"0",private
564013.431287475,4193296.87040523,School of the Madeleine,1225 Milvia Street,Berkeley,CA,K-8,"0",private
562780.031717433,4191594.94552774,The Berkeley School,1310 University Avenue,Berkeley,CA,K-8,"0",private
563898.503745838,4190991.87927179,Walden Center and School,2446 McKinley Avenue,Berkeley,CA,K-6,"0",private
563251.334015401,4191717.31122312,West-Wind Academy,1551 University Avenue,Berkeley,CA,1 to 12,"0",private
579484.142262731,4172568.82832772,Camelot School,2330 Pomar Vista,Castro Valley,CA,K-5,"0",private
580826.778966052,4173099.90197884,Our Lady of Grace,3427 Somerset Avenue,Castro Valley,CA,K-8,"0",private
581641.209179421,4173565.94810809,Redwood Christian–Redwood Elementary,19300 Redwood Road,Castro Valley,CA,K-5,"0",private
579886.535595844,4174810.12157202,Vita Academy,17524 Kingston Way,Castro Valley,CA,1 to 6,"0",private
599471.413062252,4176221.45133395,"Quarry Lane School, The",6363 Tassjara Road,Dublin,CA,K-12,"0",private
593695.059449755,4175649.89223101,St. Philip Lutheran,8850 Davona Drive,Dublin,CA,K-8,"0",private
593359.244032286,4174574.2986224,St. Raymond,11557 Shannon Avenue,Dublin,CA,K-8,"0",private
592182.33519579,4173476.31771874,Valley Christian Elementary School,7500 Inspiration Drive,Dublin,CA,K-6,"0",private
592182.33519579,4173476.31771874,Valley Christian Junior / Senior High School,7500 Inspiration Drive,Dublin,CA,7 to 12,"0",private
562742.9038922,4188066.19717731,Pacific Rim International School,5521 Doyle Street,Emeryville,CA,K-6,"0",private
595908.620492601,4154441.29952408,Alsion Montessori Middle / High,750 Witherly Lane,Fremont,CA,7 to 12,"0",private
586498.544769798,4158033.1783965,Bethel Christian Academy,36060 Fremont Boulevard,Fremont,CA,K-8,"0",private
592309.232300968,4157458.11458132,Christian Community Schools,39700 Mission Boulevard,Fremont,CA,K-8,"0",private
595435.173418524,4154562.58324543,Dominican Kindergarten,43326 Mission Boulevard,Fremont,CA,K-2,"0",private
586632.93044443,4156420.99599261,Fremont Christian School,4760 Thornton Avenue,Fremont,CA,K-12,"0",private
587988.740576114,4157207.6208899,Holy Spirit Elementary,3930 Parish Avenue,Fremont,CA,K-8,"0",private
593522.968938796,4156270.21530387,Mission Hills Christian School,225 Driscoll Road,Fremont,CA,K-8,"0",private
595341.793971448,4154597.43542482,Montessori School of Fremont,155 Washington Boulevard,Fremont,CA,K-6,"0",private
588943.038078814,4157633.91336112,New Horizons,2550 Peralta Boulevard,Fremont,CA,K-8,"0",private
591124.988451781,4155120.91520718,Our Lady of Guadalupe,40374 Fremont Boulevard,Fremont,CA,K-8,"0",private
583408.772863528,4159674.9937823,Peace Terrace Academy,33330 Peace Terrace,Fremont,CA,K-8,"0",private
588782.192708871,4156555.46292059,Prince of Peace Lutheran,38451 Fremont Boulevard,Fremont,CA,K-8,"0",private
593104.478530702,4153130.08941963,Scholars' Planet,43140 Osgood Road,Fremont,CA,K-6,"0",private
595399.024380057,4154734.80771364,St. Joseph Elementary,43222 Mission Boulevard,Fremont,CA,1 to 8,"0",private
590030.228450738,4153118.17707622,Stratford School,5301 Curtis Street,Fremont,CA,K-6,"0",private
581460.500146087,4169859.98220989,All Saints Catholic School,22870 Second Street,Hayward,CA,K-8,"0",private
576613.834144097,4166558.58225809,"Anchor Education, Inc.",2730 Cavanagh Court,Hayward,CA,6 to 12,"0",private
581070.959975039,4166550.15313252,Bayside Seventh-Day Adventist Christian,26400 Gading Road,Hayward,CA,K-8,"0",private
579854.311130414,4167970.28438525,Grace Academy,380 Elmhurst Street,Hayward,CA,K-3,"0",private
579159.978180644,4165994.79451639,Lea's Christian,26236 Adrian Avenue,Hayward,CA,K-4,"0",private
580897.320256745,4167186.10123769,Montessori Children's House of Hayward,166 West Harder Road,Hayward,CA,K-3,"0",private
582898.323095586,4166637.11003657,Moreau Catholic High School,27170 Mission Boulevard,Hayward,CA,9 to 12,"0",private
580877.994747699,4168106.96152519,Northstar School,24823 Soto Road,Hayward,CA,K-7,"0",private
581217.781732608,4166062.62905844,St. Bede Catholic,26910 Patrick,Hayward,CA,K-8,"0",private
583180.901802708,4166627.97063767,St. Clement Catholic,790 Calhoun Street,Hayward,CA,K-8,"0",private
577920.522110626,4168852.9262923,St. Joachim's Elementary,21250 Hesperian Boulevard,Hayward,CA,K-8,"0",private
611523.731133299,4174317.6928065,Celebration Academy,1135 Bluebell Drive,Livermore,CA,1 to 12,"0",private
609948.764226384,4170169.83227941,Our Savior Lutheran,1385 South Livermore Avenue,Livermore,CA,K-8,"0",private
608267.680057438,4171392.13989755,Sonrise Christian Academy,164 North L Street,Livermore,CA,1 to 12,"0",private
609012.253112145,4171347.03902707,St. Michael Elementary,345 Church Street,Livermore,CA,K-8,"0",private
608679.642960775,4168712.94832345,Sunset Christian School,2200 Arroyo Road,Livermore,CA,K-3,"0",private
610787.655988149,4171027.33809484,Vine and Branches Christian Schools,4303 East Avenue,Livermore,CA,1 to 12,"0",private
585881.392722303,4162553.19960101,Mission Hills Middle School,725 Whipple Road,Union City,CA,1 to 8,"0",private
586029.097055077,4162396.0667351,Our Lady of the Rosary,678 B Street,Union City,CA,K-8,"0",private
586284.023617415,4161854.86399663,Purple Lotus Buddhist School,33615 Ninth Street,Union City,CA,3 to 12,"0",private
585265.158652195,4160871.37754376,Union City Christian School,33700 Alvarado Niles Road,Union City,CA,K-12,"0",private
588573.969655815,4153207.3102485,Challenger - Newark,39600 Cedar Boulevard,Newark,CA,K,"0",private
583742.162020635,4156070.02133324,Challenger–Ardenwood,35487 Dumbarton Court,Newark,CA,K-8,"0",private
585848.292065484,4155160.50321713,St. Edward Parish,5788 Thornton Avenue,Newark,CA,K-8,"0",private
587491.110273982,4154372.34904486,Stellar Academy for Dyslexics,38325 Cedar Boulevard,Newark,CA,2 to 8,"0",private
570655.429217801,4179371.02230684,Acts Christian Academy,1034 66th Avenue,Oakland,CA,K-8,"0",private
567384.988132573,4181998.9565847,Agnes Memorial Christian Academy,2372 International Boulevard,Oakland,CA,K-12,"0",private
567600.673364675,4188324.25417753,Aurora School,40 Dulwich Road,Oakland,CA,K-5,"0",private
566771.69044865,4181743.49576224,Beacon School,2101 Livingston Street,Oakland,CA,K-8,"0",private
567490.93439089,4189640.5535731,Bentley,1 Hiller Drive,Oakland,CA,K-8,"0",private
574326.345711939,4178792.60691009,Bishop O'Dowd High School,9500 Stearns Avenue,Oakland,CA,9 to 12,"0",private
564961.125712695,4186465.88359096,Bridgemount Academy,3612 Webster Street,Oakland,CA,K-5,"0",private
572573.963369922,4180210.944692,Candell's College Preparatory School,2544-73rd Avenue,Oakland,CA,K-12,"0",private
568049.823622719,4189226.05343442,"College Preparatory, The",6100 Broadway Street,Oakland,CA,9 to 12,"0",private
571332.005403152,4179553.47449902,Dr. Herbert Guice Christian Academy,6925 International Boulevard,Oakland,CA,K-6,"0",private
565370.579349141,4189521.62172382,Escuela Bilingüe Internacional,410 Alcatraz Avenue,Oakland,CA,K-3,"0",private
565965.767602753,4185753.41837002,Grand Lake Montessori,466 Chetwood Street,Oakland,CA,K,"0",private
570350.834170148,4185069.2889797,Growing Light Montessori,4700 Lincoln Avenue,Oakland,CA,K-3,"0",private
570002.120320869,4184833.80804663,Head-Royce School,4315 Lincoln Avenue,Oakland,CA,K-12,"0",private
567634.002168628,4188216.75722322,Holy Names High School,4660 Harbord Drive,Oakland,CA,9 to 12,"0",private
572853.61189694,4178506.04050213,Ile Omode,8924 Holly Street,Oakland,CA,K-8,"0",private
571524.541325568,4182012.91706712,Julia Morgan School For Girls,5000 MacArthur Boulevard,Oakland,CA,6 to 8,"0",private
571524.541325568,4182012.91706712,Mills College Children's School,5000 MacArthur Boulevard,Oakland,CA,K-3,"0",private
570344.718404542,4180873.1585871,Muhammad University of Islam,5277 Foothill Boulevard,Oakland,CA,K-12,"0",private
575232.519569304,4179164.05788163,Northern Light,3710 Dorisa Avenue,Oakland,CA,K-8,"0",private
